Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Fuel Type Factor,Aerodynamic Proxy,City_Hwy_Diff,VEEI
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A8,Petrol,16.1,11.7,14.1,20,331,1.0,11.7,4.400000000000002,75.27067418688249
CADILLAC,XT5,SUV - SMALL,3.6,6,AS8,Petrol,12.1,8.6,10.5,27,245,1.0,8.6,3.5,94.27760033361056
CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS8,Petrol,12.9,8.9,11.1,25,260,1.0,8.9,4.0,93.42598015576259
CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,Petrol,13.2,8.5,11.1,25,260,1.0,8.5,4.699999999999999,93.42598015576259
CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,Petrol,13.7,9.0,11.6,24,272,1.0,9.0,4.699999999999999,92.81817059334689
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Petrol,15.0,10.3,12.8,22,299,1.0,10.3,4.699999999999999,91.29630535617355
CHEVROLET,CAMARO,SUBCOMPACT,2.0,4,AS8,Petrol,10.9,7.7,9.5,30,222,1.0,7.7,3.2,98.47465318142767
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6,AS8,Petrol,12.3,8.6,10.6,27,249,1.0,8.6,3.700000000000001,94.22036779477669
CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,AS8,Petrol,14.2,8.7,11.7,24,273,1.0,8.7,5.5,82.9884820486298
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Petrol,19.0,11.6,15.6,18,367,1.0,11.6,7.4,69.5340660444343
CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2.0,4,AV,Petrol,9.8,9.0,9.4,30,220,1.0,9.0,0.8000000000000007,98.49373069437229
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,Petrol,12.0,9.2,10.7,26,252,1.0,9.2,2.8000000000000007,97.342843038463
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,10.8,7.9,9.5,30,255,0.9,7.9,2.9000000000000004,97.46778444268367
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,3.6,6,A8,Petrol,13.4,9.6,11.7,24,274,1.0,9.6,3.8000000000000007,92.75378398715878
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,Petrol,12.7,9.6,11.3,25,263,1.0,9.6,3.1,97.05337846705324
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,12.1,8.4,10.4,27,280,0.9,8.4,3.6999999999999993,96.85777507815806
CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,Petrol,14.0,9.9,12.2,23,286,1.0,9.9,4.1,92.0903220016553
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,12.5,10.7,11.7,24,315,0.9,10.7,1.8000000000000007,95.9468827162651
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,Petrol,15.0,13.0,14.1,20,331,1.0,13.0,2.0,89.3928031441398
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Petrol,15.2,8.9,12.4,23,290,1.0,8.9,6.299999999999999,81.15641871313255
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Petrol,17.6,10.3,14.3,20,336,1.0,10.3,7.300000000000001,74.91583244611249
CHEVROLET,CRUZE,COMPACT,1.4,4,AS6,Petrol,7.9,5.9,7.0,40,165,1.0,5.9,2.0,99.58591831045197
CHEVROLET,CRUZE PREMIER,COMPACT,1.4,4,AS6,Petrol,8.1,6.0,7.2,39,169,1.0,6.0,2.1,99.54739640931379
CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,A9,Diesel,7.6,5.0,6.4,44,172,0.9,5.0,2.6,99.54704065149663
CHEVROLET,CRUZE HATCHBACK,COMPACT,1.4,4,AS6,Petrol,8.1,6.2,7.3,39,172,1.0,6.2,1.8999999999999997,99.53712390234361
CHEVROLET,CRUZE HATCHBACK PREMIER,COMPACT,1.4,4,AS6,Petrol,8.4,6.4,7.5,38,176,1.0,6.4,2.0,99.49630420359367
CHEVROLET,EQUINOX,SUV - SMALL,2.4,4,A6,Petrol,11.0,7.5,9.4,30,221,1.0,7.5,3.5,98.13507345101337
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,Petrol,11.0,7.5,9.4,30,221,1.0,7.5,3.5,98.13507345101337
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,Electric,15.6,11.0,13.6,21,223,0.8,11.0,4.6,94.72728456730525
CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,Petrol,14.1,9.7,12.1,23,285,1.0,9.7,4.4,92.15750802550374
CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4,A6,Petrol,11.5,8.3,10.1,28,237,1.0,8.3,3.1999999999999997,97.80966558735794
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,Petrol,11.5,8.3,10.1,28,237,1.0,8.3,3.1999999999999997,97.80966558735794
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,Electric,16.3,11.8,14.2,20,234,0.8,11.8,4.5,94.19175152535976
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,Petrol,15.0,10.4,13.0,22,304,1.0,10.4,4.6,91.15582548812677
CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,Petrol,10.9,7.9,9.5,30,224,1.0,7.9,3.0,98.02156224899286
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,Petrol,12.5,8.3,10.6,27,249,1.0,8.3,4.199999999999999,94.22036779477669
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,Electric,17.0,11.7,14.6,19,240,0.8,11.7,5.300000000000001,85.4442098004357
CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,Petrol,8.8,6.5,7.8,36,182,1.0,6.5,2.3000000000000007,99.35698815511648
CHEVROLET,MALIBU,MID-SIZE,2.0,4,A9,Petrol,10.7,7.1,9.1,31,212,1.0,7.1,3.6,98.60696496475327
CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,AV,Petrol,4.8,5.5,5.1,55,121,1.0,5.5,-0.7000000000000002,99.80938535980785
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,14.6,10.3,12.7,22,297,1.0,10.3,4.299999999999999,82.7764615070407
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A8,Petrol,15.2,10.7,13.1,22,309,1.0,10.7,4.5,82.22494795100522
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Petrol,15.9,11.2,13.8,20,324,1.0,11.2,4.700000000000001,75.80293679803746
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Petrol,13.4,10.0,11.9,24,279,1.0,10.0,3.4000000000000004,91.13517624826342
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Electric,19.3,14.3,17.1,17,284,0.8,14.3,5.0,77.07943282777848
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,14.6,10.3,12.7,22,298,1.0,10.3,4.299999999999999,82.7764615070407
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Electric,19.7,13.9,17.1,17,284,0.8,13.9,5.799999999999999,62.14742136327276
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,15.0,10.7,13.1,22,307,1.0,10.7,4.300000000000001,82.22494795100522
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,Petrol,15.9,11.5,13.9,20,327,1.0,11.5,4.4,79.20541123171101
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Petrol,16.0,11.7,14.1,20,330,1.0,11.7,4.300000000000001,75.27067418688249
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Petrol,14.1,10.6,12.5,23,294,1.0,10.6,3.5,90.25577029490441
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Electric,20.2,15.2,18.0,16,294,0.8,15.2,5.0,74.33116629158775
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Petrol,15.0,10.7,13.1,22,307,1.0,10.7,4.300000000000001,82.22494795100522
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Electric,20.7,14.4,17.9,16,315,0.8,14.4,6.299999999999999,57.86786879265746
CHEVROLET,SILVERADO eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,Petrol,14.4,11.2,13.0,22,303,1.0,11.2,3.200000000000001,82.36282634001408
CHEVROLET,SONIC,COMPACT,1.4,4,AS6,Petrol,8.8,6.6,7.8,36,184,1.0,6.6,2.200000000000001,99.41899007218652
CHEVROLET,SONIC,COMPACT,1.8,4,AS6,Petrol,9.7,6.9,8.4,34,197,1.0,6.9,2.799999999999999,99.01443457709613
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.4,4,AS6,Petrol,8.8,6.6,7.8,36,184,1.0,6.6,2.200000000000001,99.41899007218652
CHEVROLET,SONIC 5,STATION WAGON - SMALL,1.8,4,AS6,Petrol,9.7,6.9,8.4,34,197,1.0,6.9,2.799999999999999,99.01443457709613
CHEVROLET,SPARK,SUBCOMPACT,1.4,4,AV,Petrol,7.8,6.2,7.1,40,167,1.0,6.2,1.5999999999999996,99.57590261615604
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,Petrol,15.1,10.4,13.0,22,305,1.0,10.4,4.699999999999999,82.36282634001408
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,Petrol,15.1,10.4,13.0,22,305,1.0,10.4,4.699999999999999,82.36282634001408
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,Electric,20.0,13.5,17.1,17,284,0.8,13.5,6.5,62.14742136327276
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,Petrol,15.4,10.8,13.3,21,312,1.0,10.8,4.6,81.07596137593131
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,Petrol,15.4,10.8,13.3,21,312,1.0,10.8,4.6,81.07596137593131
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,Electric,22.1,15.4,19.1,15,317,0.8,15.4,6.700000000000001,52.00660102656173
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,Petrol,15.1,10.4,13.0,22,305,1.0,10.4,4.699999999999999,82.36282634001408
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,Petrol,15.1,10.4,13.0,22,305,1.0,10.4,4.699999999999999,82.36282634001408
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,Electric,20.0,13.5,17.1,17,284,0.8,13.5,6.5,62.14742136327276
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,Petrol,15.2,10.8,13.2,21,310,1.0,10.8,4.399999999999999,81.22040540251204
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,Petrol,15.2,10.8,13.2,21,310,1.0,10.8,4.399999999999999,81.22040540251204
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,Electric,20.8,14.5,18.0,16,299,0.8,14.5,6.300000000000001,57.63089031154847
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,Petrol,15.7,10.6,13.4,21,315,1.0,10.6,5.1,90.42666807778878
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,Petrol,16.0,10.9,13.7,21,322,1.0,10.9,5.1,90.20591399942955
CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,Petrol,9.3,7.2,8.3,34,194,1.0,7.2,2.1000000000000005,99.30901382109398
CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS6,Petrol,9.8,7.7,8.8,32,208,1.0,7.7,2.1000000000000005,99.18529053861488
CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,Petrol,10.2,6.6,8.6,33,201,1.0,6.6,3.6,98.4971993330895
CHRYSLER,200 FFV,MID-SIZE,2.4,4,A9,Electric,13.9,8.9,11.7,24,192,0.8,8.9,5.0,96.10188750894015
CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,Petrol,12.4,7.6,10.2,28,241,1.0,7.6,4.800000000000001,94.65778791300698
CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,Electric,16.8,10.4,13.9,20,230,0.8,10.4,6.4,86.86240952094734
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,Petrol,12.8,8.3,10.8,26,252,1.0,8.3,4.5,93.86816755579903
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,Electric,17.1,11.1,14.4,20,237,0.8,11.1,6.000000000000002,86.37950997453656
CHRYSLER,300,FULL-SIZE,3.6,6,A8,Petrol,12.4,7.8,10.3,27,242,1.0,7.8,4.6000000000000005,94.39206541127831
CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A8,Petrol,14.7,9.4,12.3,23,289,1.0,9.4,5.299999999999999,82.84104605185124
CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,Petrol,12.8,8.7,11.0,26,258,1.0,8.7,4.100000000000001,93.74929997514407
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,Petrol,12.8,8.7,11.0,26,258,1.0,8.7,4.100000000000001,93.74929997514407
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,Electric,17.6,12.0,15.0,19,248,0.8,12.0,5.600000000000001,85.03755755082662
CHRYSLER,PACIFICA,MINIVAN,3.6,6,A9,Petrol,12.9,8.4,10.9,26,257,1.0,8.4,4.5,93.80873376547156
CHRYSLER,PACIFICA (Stop-Start),MINIVAN,3.6,6,A9,Petrol,12.4,8.4,10.6,27,249,1.0,8.4,4.0,94.22036779477669
DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,Petrol,12.4,7.8,10.3,27,242,1.0,7.8,4.6000000000000005,94.39206541127831
DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,Petrol,14.7,9.4,12.3,23,289,1.0,9.4,5.299999999999999,82.84104605185124
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8,A8,Petrol,15.6,9.6,12.9,22,302,1.0,9.6,6.0,78.80920597423835
DODGE,CHALLENGER GT,MID-SIZE,3.6,6,A8,Petrol,12.8,8.7,11.0,26,258,1.0,8.7,4.100000000000001,93.74929997514407
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Petrol,15.6,9.6,12.9,22,302,1.0,9.6,6.0,78.80920597423835
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,A8,Petrol,17.6,10.7,14.5,19,339,1.0,10.7,6.900000000000002,73.20698932608859
DODGE,CHARGER,FULL-SIZE,3.6,6,A5,Petrol,13.7,9.0,11.6,24,271,1.0,9.0,4.699999999999999,92.81817059334689
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,Petrol,12.4,7.8,10.3,27,242,1.0,7.8,4.6000000000000005,94.39206541127831
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,Petrol,15.6,9.7,12.9,22,302,1.0,9.7,5.9,81.15834154546492
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,Petrol,14.7,9.4,12.3,23,289,1.0,9.4,5.299999999999999,82.84104605185124
DODGE,CHARGER (MDS),FULL-SIZE,6.4,8,A8,Petrol,15.6,9.6,12.9,22,302,1.0,9.6,6.0,78.80920597423835
DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,Petrol,12.8,8.7,11.0,26,258,1.0,8.7,4.100000000000001,93.74929997514407
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,Petrol,12.8,8.7,11.0,26,258,1.0,8.7,4.100000000000001,93.74929997514407
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,Electric,17.6,12.0,15.0,19,248,0.8,12.0,5.600000000000001,85.03755755082662
DODGE,CHARGER AWD,FULL-SIZE,5.7,8,A5,Petrol,16.0,10.1,13.3,21,312,1.0,10.1,5.9,79.62607039213995
DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A8,Petrol,15.6,9.6,12.9,22,302,1.0,9.6,6.0,78.80920597423835
DODGE,CHARGER SRT HELLCAT,FULL-SIZE,6.2,8,A8,Petrol,17.6,10.7,14.5,19,339,1.0,10.7,6.900000000000002,73.20698932608859
DODGE,DURANGO AWD,SUV - STANDARD,3.6,6,A8,Petrol,12.7,9.6,11.3,25,265,1.0,9.6,3.1,93.30235787188143
DODGE,DURANGO AWD,SUV - STANDARD,5.7,8,A8,Petrol,16.6,10.7,14.0,20,328,1.0,10.7,5.900000000000002,77.4512339164529
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,Petrol,13.7,9.4,11.8,24,276,1.0,9.4,4.299999999999999,92.68939738097069
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,Electric,19.4,13.3,16.7,17,274,0.8,13.3,6.099999999999998,81.31190532279055
DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,Petrol,12.7,9.2,11.1,25,261,1.0,9.2,3.5,97.2376672420983
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,Petrol,14.2,9.5,12.1,23,284,1.0,9.5,4.699999999999999,92.15750802550374
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,Electric,19.1,13.2,16.4,17,274,0.8,13.2,5.900000000000002,81.65277559084522
DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,Petrol,14.5,10.0,12.4,23,292,1.0,10.0,4.5,91.95594995395838
FIAT,124 SPIDER,TWO-SEATER,1.4,4,A6,Petrol,9.3,6.5,8.0,35,187,1.0,6.5,2.8000000000000007,99.37129628982495
FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,Petrol,8.7,7.1,8.0,35,186,1.0,7.1,1.5999999999999996,99.37129628982495
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,Petrol,8.7,7.1,8.0,35,186,1.0,7.1,1.5999999999999996,99.37129628982495
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,A6,Petrol,9.7,7.4,8.7,32,202,1.0,7.4,2.299999999999999,99.19781015648479
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,A6,Petrol,9.7,7.4,8.7,32,202,1.0,7.4,2.299999999999999,99.19781015648479
FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,Petrol,10.7,7.9,9.4,30,221,1.0,7.9,2.799999999999999,99.03171655941067
FIAT,500X,SUV - SMALL,2.4,4,A9,Petrol,10.7,7.7,9.3,30,219,1.0,7.7,2.999999999999999,98.15796646654692
FIAT,500X AWD,SUV - SMALL,2.4,4,A9,Petrol,11.0,8.0,9.7,29,226,1.0,8.0,3.0,97.98982121452465
FORD,C-MAX HYBRID,FULL-SIZE,2.0,4,AV,Petrol,5.7,6.2,5.9,48,138,1.0,6.2,-0.5,99.58353362133388
FORD,EDGE,SUV - SMALL,2.0,4,AS6,Petrol,11.5,8.0,9.9,29,233,1.0,8.0,3.5,98.33321644752787
FORD,EDGE (Start/Stop),SUV - SMALL,2.0,4,AS6,Petrol,11.3,8.0,9.8,29,230,1.0,8.0,3.3000000000000007,98.35295180574644
FORD,EDGE,SUV - SMALL,3.5,6,AS6,Petrol,13.5,9.1,11.5,25,270,1.0,9.1,4.4,93.37618784697712
FORD,EDGE AWD,SUV - SMALL,2.0,4,AS6,Petrol,11.9,8.6,10.4,27,244,1.0,8.6,3.3000000000000007,98.08250430423263
FORD,EDGE AWD,SUV - SMALL,2.7,6,AS6,Petrol,13.8,9.8,12.0,24,281,1.0,9.8,4.0,94.49222235423757
FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,Petrol,13.9,10.0,12.1,23,284,1.0,10.0,3.9,92.38332771677216
FORD,ESCAPE,SUV - SMALL,1.5,4,AS6,Petrol,10.2,7.8,9.1,31,214,1.0,7.8,2.3999999999999995,99.02697795135667
FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,Petrol,10.6,8.0,9.5,30,222,1.0,8.0,2.6,98.47465318142767
FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,Petrol,11.1,8.1,9.7,29,229,1.0,8.1,3.0,97.89410472716456
FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,Electric,15.2,10.8,13.3,21,219,0.8,10.8,4.399999999999999,94.62338025573186
FORD,ESCAPE AWD,SUV - SMALL,1.5,4,AS6,Petrol,10.7,8.3,9.6,29,226,1.0,8.3,2.3999999999999986,98.86607111942942
FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,Petrol,11.5,8.7,10.2,28,239,1.0,8.7,2.8000000000000007,98.20211728221877
FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS6,Petrol,15.9,12.0,14.2,20,333,1.0,12.0,3.9,89.62030248600443
FORD,EXPEDITION EL 4X4,SUV - STANDARD,3.5,6,AS6,Petrol,16.1,12.2,14.3,20,337,1.0,12.2,3.900000000000002,89.54518477878497
FORD,EXPLORER,SUV - STANDARD,2.3,4,AS6,Petrol,12.6,8.6,10.8,26,254,1.0,8.6,4.0,97.55306255610279
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,Petrol,13.9,9.7,12.0,24,281,1.0,9.7,4.200000000000001,92.77524618922149
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,Electric,18.7,12.9,16.1,18,264,0.8,12.9,5.799999999999999,83.48986293570567
FORD,EXPLORER AWD,SUV - STANDARD,2.3,4,AS6,Petrol,13.1,9.2,11.3,25,266,1.0,9.2,3.9,97.31206954258232
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,Petrol,14.8,10.7,13.0,22,305,1.0,10.7,4.100000000000001,91.40946969432233
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,Petrol,14.4,10.5,12.6,22,296,1.0,10.5,3.9,91.68262499330216
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,Electric,19.6,14.2,17.2,16,284,0.8,14.2,5.400000000000002,80.09913309593867
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS6,Petrol,12.2,9.3,10.9,26,256,1.0,9.3,2.8999999999999986,95.42830455189538
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,Petrol,12.4,9.8,11.2,25,263,1.0,9.8,2.6,95.09488098815822
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,Petrol,13.1,9.8,11.6,24,272,1.0,9.8,3.299999999999999,94.68538217280188
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS10,Petrol,12.7,9.5,11.3,25,264,1.0,9.5,3.1999999999999997,93.49637617852824
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,Petrol,13.0,10.2,11.7,24,274,1.0,10.2,2.8000000000000007,92.96304045727013
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,Petrol,13.8,10.7,12.4,23,290,1.0,10.7,3.1000000000000014,92.1873684805475
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,Petrol,13.2,9.7,11.6,24,272,1.0,9.7,3.5,93.02563854661966
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6,A6,Electric,17.9,13.2,15.8,18,258,0.8,13.2,4.699999999999999,83.80285338245339
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,Petrol,15.4,10.6,13.2,21,310,1.0,10.6,4.800000000000001,82.2996475633793
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,Electric,20.5,14.3,17.7,16,291,0.8,14.3,6.199999999999999,60.71608185806174
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,Petrol,16.8,11.8,14.5,19,340,1.0,11.8,5.0,78.44828498771665
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,Electric,20.5,14.3,17.7,16,291,0.8,14.3,6.199999999999999,60.71608185806174
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS6,Petrol,13.1,10.2,11.8,24,276,1.0,10.2,2.9000000000000004,94.58880226351972
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,Petrol,13.5,11.2,12.5,23,293,1.0,11.2,2.3000000000000007,93.98832717537415
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,Petrol,13.3,10.7,12.3,23,288,1.0,10.7,2.6000000000000014,94.08910621114684
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,Petrol,13.6,10.3,12.1,23,284,1.0,10.3,3.299999999999999,92.38332771677216
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,Petrol,13.6,10.7,12.3,23,288,1.0,10.7,2.9000000000000004,92.25268822595572
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,Petrol,14.0,11.0,12.7,22,298,1.0,11.0,3.0,91.6143361685572
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,Petrol,14.0,10.6,12.5,23,293,1.0,10.6,3.4000000000000004,92.12204873513929
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,Electric,19.0,14.3,16.9,17,281,0.8,14.3,4.699999999999999,81.61805732280261
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,Petrol,15.9,11.3,13.8,20,323,1.0,11.3,4.6,80.54179101348187
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,Electric,21.5,15.1,18.6,15,305,0.8,15.1,6.4,55.93179931491796
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,Petrol,16.0,11.8,14.1,20,330,1.0,11.8,4.199999999999999,80.11254697222785
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,Electric,21.5,15.1,18.6,15,306,0.8,15.1,6.4,55.93179931491796
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,Petrol,16.8,12.4,14.8,19,347,1.0,12.4,4.4,77.99644915481767
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,Electric,22.2,16.5,19.6,14,326,0.8,16.5,5.699999999999999,50.208545431531
FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,Petrol,15.6,13.2,14.5,19,339,1.0,13.2,2.4000000000000004,88.8216826513555
